"","circuit_name","year","race_milliseconds","race_time","raceId"
"1002","Abu Dhabi Grand Prix",2010,6041600,"01:40:41.600",355
"1003","Australian Grand Prix",2010,5616531,"01:33:36.530",338
"1004","Australian Grand Prix",2010,5628565,"01:33:48.564",338
"1005","Australian Grand Prix",2010,5631019,"01:33:51.019",338
"1006","Australian Grand Prix",2010,5632835,"01:33:52.835",338
"1007","Australian Grand Prix",2010,5633214,"01:33:53.213",338
"1008","Australian Grand Prix",2010,5646429,"01:34:06.429",338
"1009","Australian Grand Prix",2010,5676378,"01:34:36.377",338
"1010","Australian Grand Prix",2010,5677067,"01:34:37.067",338
"1011","Australian Grand Prix",2010,5683850,"01:34:43.850",338
"1012","Australian Grand Prix",2010,5685922,"01:34:45.921",338
"1013","Australian Grand Prix",2010,5687832,"01:34:47.832",338
"1014","Australian Grand Prix",2010,5690615,"01:34:50.614",338
"1015","Bahrain Grand Prix",2010,5960396,"01:39:20.395",337
"1016","Bahrain Grand Prix",2010,5976495,"01:39:36.494",337
"1017","Bahrain Grand Prix",2010,5983578,"01:39:43.578",337
"1018","Bahrain Grand Prix",2010,5999195,"01:39:59.194",337
"1019","Bahrain Grand Prix",2010,6000609,"01:40:00.609",337
"1020","Bahrain Grand Prix",2010,6004559,"01:40:04.559",337
"1021","Bahrain Grand Prix",2010,6005676,"01:40:05.676",337
"1022","Bahrain Grand Prix",2010,6006756,"01:40:06.756",337
"1023","Bahrain Grand Prix",2010,6013404,"01:40:13.404",337
"1024","Bahrain Grand Prix",2010,6022885,"01:40:22.885",337
"1025","Bahrain Grand Prix",2010,6029489,"01:40:29.488",337
"1026","Bahrain Grand Prix",2010,6043354,"01:40:43.354",337
"1027","Bahrain Grand Prix",2010,6053052,"01:40:53.051",337
"1028","Belgian Grand Prix",2010,5344268,"01:29:04.268",349
"1029","Belgian Grand Prix",2010,5345839,"01:29:05.838",349
"1030","Belgian Grand Prix",2010,5347761,"01:29:07.761",349
"1031","Belgian Grand Prix",2010,5352532,"01:29:12.532",349
"1032","Belgian Grand Prix",2010,5353362,"01:29:13.362",349
"1033","Belgian Grand Prix",2010,5356627,"01:29:16.627",349
"1034","Belgian Grand Prix",2010,5359816,"01:29:19.815",349
"1035","Belgian Grand Prix",2010,5360946,"01:29:20.945",349
"1036","Belgian Grand Prix",2010,5368119,"01:29:28.118",349
"1037","Belgian Grand Prix",2010,5379099,"01:29:39.099",349
"1038","Belgian Grand Prix",2010,5380287,"01:29:40.287",349
"1039","Belgian Grand Prix",2010,5384163,"01:29:44.162",349
"1040","Belgian Grand Prix",2010,5393725,"01:29:53.725",349
"1041","Brazilian Grand Prix",2010,5591803,"01:33:11.802",354
"1042","Brazilian Grand Prix",2010,5596046,"01:33:16.046",354
"1043","Brazilian Grand Prix",2010,5598610,"01:33:18.609",354
"1044","Brazilian Grand Prix",2010,5606437,"01:33:26.436",354
"1045","Brazilian Grand Prix",2010,5607396,"01:33:27.395",354
"1046","Brazilian Grand Prix",2010,5627123,"01:33:47.122",354
"1047","Brazilian Grand Prix",2010,5635259,"01:33:55.259",354
"1048","British Grand Prix",2010,5078200,"01:24:38.199",346
"1049","British Grand Prix",2010,5079560,"01:24:39.560",346
"1050","British Grand Prix",2010,5099507,"01:24:59.506",346
"1051","British Grand Prix",2010,5100186,"01:25:00.185",346
"1052","British Grand Prix",2010,5109656,"01:25:09.655",346
"1053","British Grand Prix",2010,5110371,"01:25:10.371",346
"1054","British Grand Prix",2010,5114934,"01:25:14.934",346
"1055","British Grand Prix",2010,5119132,"01:25:19.131",346
"1056","British Grand Prix",2010,5119799,"01:25:19.798",346
"1057","British Grand Prix",2010,5120212,"01:25:20.212",346
"1058","British Grand Prix",2010,5120659,"01:25:20.658",346
"1059","British Grand Prix",2010,5125827,"01:25:25.827",346
"1060","British Grand Prix",2010,5137574,"01:25:37.573",346
"1061","British Grand Prix",2010,5140585,"01:25:40.585",346
"1062","British Grand Prix",2010,5145689,"01:25:45.689",346
"1063","Canadian Grand Prix",2010,5633456,"01:33:53.456",344
"1064","Canadian Grand Prix",2010,5635710,"01:33:55.710",344
"1065","Canadian Grand Prix",2010,5642670,"01:34:02.670",344
"1066","Canadian Grand Prix",2010,5671273,"01:34:31.273",344
"1067","Canadian Grand Prix",2010,5672747,"01:34:32.747",344
"1068","Canadian Grand Prix",2010,5689540,"01:34:49.539",344
"1069","Canadian Grand Prix",2010,5690756,"01:34:50.756",344
"1070","Chinese Grand Prix",2010,6402163,"01:46:42.162",340
"1071","Chinese Grand Prix",2010,6403693,"01:46:43.693",340
"1072","Chinese Grand Prix",2010,6411647,"01:46:51.646",340
"1073","Chinese Grand Prix",2010,6414032,"01:46:54.032",340
"1074","Chinese Grand Prix",2010,6424376,"01:47:04.376",340
"1075","Chinese Grand Prix",2010,6435473,"01:47:15.472",340
"1076","Chinese Grand Prix",2010,6449763,"01:47:29.762",340
"1077","Chinese Grand Prix",2010,6454335,"01:47:34.335",340
"1078","Chinese Grand Prix",2010,6459959,"01:47:39.958",340
"1079","Chinese Grand Prix",2010,6463912,"01:47:43.912",340
"1080","Chinese Grand Prix",2010,6465037,"01:47:45.037",340
"1081","Chinese Grand Prix",2010,6465828,"01:47:45.828",340
"1082","Chinese Grand Prix",2010,6473579,"01:47:53.578",340
"1083","European Grand Prix",2010,6029571,"01:40:29.570",345
"1084","European Grand Prix",2010,6034613,"01:40:34.613",345
"1085","European Grand Prix",2010,6042229,"01:40:42.229",345
"1086","European Grand Prix",2010,6055198,"01:40:55.198",345
"1087","European Grand Prix",2010,6056693,"01:40:56.693",345
"1088","European Grand Prix",2010,6059739,"01:40:59.738",345
"1089","European Grand Prix",2010,6060536,"01:41:00.536",345
"1090","European Grand Prix",2010,6062380,"01:41:02.380",345
"1091","European Grand Prix",2010,6065870,"01:41:05.869",345
"1092","European Grand Prix",2010,6073953,"01:41:13.953",345
"1093","European Grand Prix",2010,6076192,"01:41:16.192",345
"1094","European Grand Prix",2010,6076985,"01:41:16.984",345
"1095","European Grand Prix",2010,6077810,"01:41:17.810",345
"1096","European Grand Prix",2010,6077858,"01:41:17.858",345
"1097","European Grand Prix",2010,6078397,"01:41:18.396",345
"1098","European Grand Prix",2010,6080461,"01:41:20.461",345
"1099","German Grand Prix",2010,5258864,"01:27:38.863",347
"1100","German Grand Prix",2010,5263060,"01:27:43.060",347
"1101","German Grand Prix",2010,5263985,"01:27:43.984",347
"1102","German Grand Prix",2010,5285760,"01:28:05.760",347
"1103","German Grand Prix",2010,5288346,"01:28:08.345",347
"1104","German Grand Prix",2010,5302470,"01:28:22.470",347
"1105","Hungarian Grand Prix",2010,6065571,"01:41:05.570",348
"1106","Hungarian Grand Prix",2010,6083392,"01:41:23.391",348
"1107","Hungarian Grand Prix",2010,6084823,"01:41:24.823",348
"1108","Hungarian Grand Prix",2010,6093045,"01:41:33.045",348
"1109","Hungarian Grand Prix",2010,6138763,"01:42:18.762",348
"1110","Hungarian Grand Prix",2010,6142294,"01:42:22.293",348
"1111","Italian Grand Prix",2010,4584572,"01:16:24.572",350
"1112","Italian Grand Prix",2010,4587510,"01:16:27.510",350
"1113","Italian Grand Prix",2010,4588795,"01:16:28.795",350
"1114","Italian Grand Prix",2010,4612768,"01:16:52.768",350
"1115","Italian Grand Prix",2010,4614514,"01:16:54.514",350
"1116","Italian Grand Prix",2010,4615848,"01:16:55.847",350
"1117","Italian Grand Prix",2010,4617384,"01:16:57.384",350
"1118","Italian Grand Prix",2010,4618600,"01:16:58.600",350
"1119","Italian Grand Prix",2010,4629520,"01:17:09.520",350
"1120","Italian Grand Prix",2010,4648785,"01:17:28.784",350
"1121","Italian Grand Prix",2010,4649628,"01:17:29.627",350
"1122","Italian Grand Prix",2010,4650678,"01:17:30.677",350
"1123","Italian Grand Prix",2010,4663491,"01:17:43.490",350
"1124","Japanese Grand Prix",2010,5427323,"01:30:27.323",352
"1125","Japanese Grand Prix",2010,5428228,"01:30:28.228",352
"1126","Japanese Grand Prix",2010,5430044,"01:30:30.043",352
"1127","Japanese Grand Prix",2010,5440845,"01:30:40.845",352
"1128","Japanese Grand Prix",2010,5466918,"01:31:06.917",352
"1129","Japanese Grand Prix",2010,5487256,"01:31:27.256",352
"1130","Japanese Grand Prix",2010,5491361,"01:31:31.360",352
"1131","Japanese Grand Prix",2010,5496971,"01:31:36.970",352
"1132","Japanese Grand Prix",2010,5498169,"01:31:38.168",352
"1133","Japanese Grand Prix",2010,5500129,"01:31:40.128",352
"1134","Korean Grand Prix",2010,10100810,"02:48:20.809",353
"1135","Korean Grand Prix",2010,10115809,"02:48:35.808",353
"1136","Korean Grand Prix",2010,10131678,"02:48:51.677",353
"1137","Korean Grand Prix",2010,10140498,"02:49:00.497",353
"1138","Korean Grand Prix",2010,10148544,"02:49:08.543",353
"1139","Korean Grand Prix",2010,10154381,"02:49:14.380",353
"1140","Korean Grand Prix",2010,10170067,"02:49:30.066",353
"1141","Korean Grand Prix",2010,10178699,"02:49:38.699",353
"1142","Korean Grand Prix",2010,10180917,"02:49:40.916",353
"1143","Korean Grand Prix",2010,10181661,"02:49:41.661",353
"1144","Korean Grand Prix",2010,10184956,"02:49:44.956",353
"1145","Korean Grand Prix",2010,10190749,"02:49:50.748",353
"1146","Malaysian Grand Prix",2010,5628412,"01:33:48.412",339
"1147","Malaysian Grand Prix",2010,5633261,"01:33:53.261",339
"1148","Malaysian Grand Prix",2010,5641916,"01:34:01.916",339
"1149","Malaysian Grand Prix",2010,5647001,"01:34:07.001",339
"1150","Malaysian Grand Prix",2010,5649471,"01:34:09.470",339
"1151","Malaysian Grand Prix",2010,5651883,"01:34:11.882",339
"1152","Malaysian Grand Prix",2010,5655480,"01:34:15.479",339
"1153","Malaysian Grand Prix",2010,5666330,"01:34:26.329",339
"1154","Malaysian Grand Prix",2010,5699014,"01:34:59.014",339
"1155","Malaysian Grand Prix",2010,5701811,"01:35:01.810",339
"1156","Malaysian Grand Prix",2010,5707350,"01:35:07.350",339
"1157","Monaco Grand Prix",2010,6613355,"01:50:13.354",342
"1158","Monaco Grand Prix",2010,6613803,"01:50:13.802",342
"1159","Monaco Grand Prix",2010,6615030,"01:50:15.029",342
"1160","Monaco Grand Prix",2010,6616021,"01:50:16.020",342
"1161","Monaco Grand Prix",2010,6617718,"01:50:17.717",342
"1162","Monaco Grand Prix",2010,6619696,"01:50:19.695",342
"1163","Monaco Grand Prix",2010,6620006,"01:50:20.006",342
"1164","Monaco Grand Prix",2010,6620325,"01:50:20.324",342
"1165","Monaco Grand Prix",2010,6620660,"01:50:20.659",342
"1166","Monaco Grand Prix",2010,6621554,"01:50:21.554",342
"1167","Monaco Grand Prix",2010,6622490,"01:50:22.489",342
"1168","Monaco Grand Prix",2010,6619067,"01:50:19.067",342
"1169","Singapore Grand Prix",2010,7073579,"01:57:53.578",351
"1170","Singapore Grand Prix",2010,7073872,"01:57:53.872",351
"1171","Singapore Grand Prix",2010,7102720,"01:58:22.720",351
"1172","Singapore Grand Prix",2010,7103963,"01:58:23.962",351
"1173","Singapore Grand Prix",2010,7122973,"01:58:42.972",351
"1174","Singapore Grand Prix",2010,7129680,"01:58:49.680",351
"1175","Singapore Grand Prix",2010,7160138,"01:59:20.137",351
"1176","Singapore Grand Prix",2010,7186876,"01:59:46.876",351
"1177","Singapore Grand Prix",2010,7195995,"01:59:55.994",351
"1178","Singapore Grand Prix",2010,7206370,"02:00:06.369",351
"1179","Spanish Grand Prix",2010,5744101,"01:35:44.100",341
"1180","Spanish Grand Prix",2010,5768166,"01:36:08.166",341
"1181","Spanish Grand Prix",2010,5795439,"01:36:35.439",341
"1182","Spanish Grand Prix",2010,5806296,"01:36:46.296",341
"1183","Spanish Grand Prix",2010,5807829,"01:36:47.828",341
"1184","Spanish Grand Prix",2010,5809868,"01:36:49.868",341
"1185","Spanish Grand Prix",2010,5817042,"01:36:57.042",341
"1186","Spanish Grand Prix",2010,5817778,"01:36:57.778",341
"1187","Turkish Grand Prix",2010,5327620,"01:28:47.619",343
"1188","Turkish Grand Prix",2010,5330265,"01:28:50.265",343
"1189","Turkish Grand Prix",2010,5351905,"01:29:11.904",343
"1190","Turkish Grand Prix",2010,5358730,"01:29:18.729",343
"1191","Turkish Grand Prix",2010,5359886,"01:29:19.886",343
"1192","Turkish Grand Prix",2010,5360444,"01:29:20.444",343
"1193","Turkish Grand Prix",2010,5364255,"01:29:24.255",343
"1194","Turkish Grand Prix",2010,5374164,"01:29:34.163",343
"1195","Turkish Grand Prix",2010,5376649,"01:29:36.649",343
"1196","Turkish Grand Prix",2010,5393270,"01:29:53.270",343
"1197","Turkish Grand Prix",2010,5393564,"01:29:53.564",343
"1198","Turkish Grand Prix",2010,5395420,"01:29:55.420",343
"1199","Abu Dhabi Grand Prix",2011,5831886,"01:37:11.886",858
"1200","Abu Dhabi Grand Prix",2011,5840343,"01:37:20.342",858
"1201","Abu Dhabi Grand Prix",2011,5857767,"01:37:37.766",858
"1202","Abu Dhabi Grand Prix",2011,5867670,"01:37:47.670",858
"1203","Abu Dhabi Grand Prix",2011,5882464,"01:38:02.463",858
"1204","Abu Dhabi Grand Prix",2011,5884203,"01:38:04.203",858
"1205","Abu Dhabi Grand Prix",2011,5907850,"01:38:27.850",858
"1206","Abu Dhabi Grand Prix",2011,5909008,"01:38:29.007",858
"1207","Abu Dhabi Grand Prix",2011,5932973,"01:38:52.972",858
"1208","Australian Grand Prix",2011,5370259,"01:29:30.259",841
"1209","Australian Grand Prix",2011,5392556,"01:29:52.555",841
"1210","Australian Grand Prix",2011,5400819,"01:30:00.819",841
"1211","Australian Grand Prix",2011,5402031,"01:30:02.030",841
"1212","Australian Grand Prix",2011,5408430,"01:30:08.430",841
"1213","Australian Grand Prix",2011,5424563,"01:30:24.563",841
"1214","Australian Grand Prix",2011,5455445,"01:30:55.444",841
"1215","Belgian Grand Prix",2011,5204893,"01:26:44.893",852
"1216","Belgian Grand Prix",2011,5208634,"01:26:48.634",852
"1217","Belgian Grand Prix",2011,5214562,"01:26:54.561",852
"1218","Belgian Grand Prix",2011,5217915,"01:26:57.914",852
"1219","Belgian Grand Prix",2011,5252357,"01:27:32.356",852
"1220","Belgian Grand Prix",2011,5253567,"01:27:33.567",852
"1221","Belgian Grand Prix",2011,5264606,"01:27:44.605",852
"1222","Belgian Grand Prix",2011,5270969,"01:27:50.969",852
"1223","Belgian Grand Prix",2011,5276810,"01:27:56.810",852
"1224","Belgian Grand Prix",2011,5282508,"01:28:02.507",852
"1225","Belgian Grand Prix",2011,5288887,"01:28:08.886",852
"1226","Belgian Grand Prix",2011,5296869,"01:28:16.868",852
"1227","Belgian Grand Prix",2011,5297878,"01:28:17.877",852
"1228","Brazilian Grand Prix",2011,5537464,"01:32:17.463",859
"1229","Brazilian Grand Prix",2011,5554447,"01:32:34.447",859
"1230","Brazilian Grand Prix",2011,5565102,"01:32:45.101",859
"1231","Brazilian Grand Prix",2011,5572512,"01:32:52.511",859
"1232","Brazilian Grand Prix",2011,5604197,"01:33:24.197",859
"1233","British Grand Prix",2011,5321196,"01:28:41.195",849
"1234","British Grand Prix",2011,5337707,"01:28:57.707",849
"1235","British Grand Prix",2011,5338143,"01:28:58.143",849
"1236","British Grand Prix",2011,5350182,"01:29:10.181",849
"1237","British Grand Prix",2011,5350206,"01:29:10.206",849
"1238","British Grand Prix",2011,5381861,"01:29:41.860",849
"1239","British Grand Prix",2011,5386786,"01:29:46.786",849
"1240","British Grand Prix",2011,5396738,"01:29:56.738",849
"1241","British Grand Prix",2011,5399108,"01:29:59.108",849
"1242","British Grand Prix",2011,5400304,"01:30:00.304",849
"1243","British Grand Prix",2011,5400908,"01:30:00.908",849
"1244","British Grand Prix",2011,5401877,"01:30:01.877",849
"1245","Canadian Grand Prix",2011,14679537,"04:04:39.537",847
"1246","Canadian Grand Prix",2011,14682246,"04:04:42.245",847
"1247","Canadian Grand Prix",2011,14693365,"04:04:53.364",847
"1248","Canadian Grand Prix",2011,14693756,"04:04:53.755",847
"1249","Canadian Grand Prix",2011,14699932,"04:04:59.932",847
"1250","Canadian Grand Prix",2011,14712762,"04:05:12.762",847
"1251","Canadian Grand Prix",2011,14712807,"04:05:12.807",847
"1252","Canadian Grand Prix",2011,14715501,"04:05:15.501",847
"1253","Canadian Grand Prix",2011,14724654,"04:05:24.654",847
"1254","Canadian Grand Prix",2011,14726593,"04:05:26.593",847
"1255","Canadian Grand Prix",2011,14729991,"04:05:29.990",847
"1256","Canadian Grand Prix",2011,14743144,"04:05:43.144",847
"1257","Chinese Grand Prix",2011,5818226,"01:36:58.225",843
"1258","Chinese Grand Prix",2011,5823424,"01:37:03.423",843
"1259","Chinese Grand Prix",2011,5825781,"01:37:05.780",843
"1260","Chinese Grand Prix",2011,5828226,"01:37:08.225",843
"1261","Chinese Grand Prix",2011,5831674,"01:37:11.673",843
"1262","Chinese Grand Prix",2011,5834066,"01:37:14.065",843
"1263","Chinese Grand Prix",2011,5848848,"01:37:28.847",843
"1264","Chinese Grand Prix",2011,5849252,"01:37:29.252",843
"1265","Chinese Grand Prix",2011,5875630,"01:37:55.630",843
"1266","Chinese Grand Prix",2011,5881499,"01:38:01.498",843
"1267","Chinese Grand Prix",2011,5886983,"01:38:06.983",843
"1268","Chinese Grand Prix",2011,5890965,"01:38:10.965",843
"1269","Chinese Grand Prix",2011,5908415,"01:38:28.414",843
"1270","Chinese Grand Prix",2011,5908897,"01:38:28.896",843
"1271","European Grand Prix",2011,5976169,"01:39:36.168",848
"1272","European Grand Prix",2011,5987060,"01:39:47.060",848
"1273","European Grand Prix",2011,6003424,"01:40:03.423",848
"1274","European Grand Prix",2011,6022359,"01:40:22.359",848
"1275","European Grand Prix",2011,6027874,"01:40:27.873",848
"1276","European Grand Prix",2011,6036234,"01:40:36.234",848
"1277","European Grand Prix",2011,6074259,"01:41:14.259",848
"1278","German Grand Prix",2011,5850334,"01:37:30.333",850
"1279","German Grand Prix",2011,5854314,"01:37:34.314",850
"1280","German Grand Prix",2011,5860122,"01:37:40.122",850
"1281","German Grand Prix",2011,5898255,"01:38:18.255",850
"1282","German Grand Prix",2011,5902586,"01:38:22.586",850
"1283","German Grand Prix",2011,5936542,"01:38:56.542",850
"1284","Hungarian Grand Prix",2011,6402337,"01:46:42.337",851
"1285","Hungarian Grand Prix",2011,6405925,"01:46:45.925",851
"1286","Hungarian Grand Prix",2011,6422156,"01:47:02.155",851
"1287","Hungarian Grand Prix",2011,6450675,"01:47:30.675",851
"1288","Hungarian Grand Prix",2011,6452079,"01:47:32.078",851
"1289","Hungarian Grand Prix",2011,6485513,"01:48:05.512",851
"1290","Indian Grand Prix",2011,5435002,"01:30:35.002",857
"1291","Indian Grand Prix",2011,5443435,"01:30:43.435",857
"1292","Indian Grand Prix",2011,5459303,"01:30:59.302",857
"1293","Indian Grand Prix",2011,5460531,"01:31:00.530",857
"1294","Indian Grand Prix",2011,5500423,"01:31:40.422",857
"1295","Indian Grand Prix",2011,5501853,"01:31:41.853",857
"1296","Indian Grand Prix",2011,5519185,"01:31:59.185",857
"1297","Italian Grand Prix",2011,4846172,"01:20:46.171",853
"1298","Italian Grand Prix",2011,4855762,"01:20:55.761",853
"1299","Italian Grand Prix",2011,4863081,"01:21:03.081",853
"1300","Italian Grand Prix",2011,4863589,"01:21:03.588",853
"1301","Italian Grand Prix",2011,4878849,"01:21:18.849",853
"1302","Italian Grand Prix",2011,4889165,"01:21:29.164",853
"1303","Japanese Grand Prix",2011,5453427,"01:30:53.426",855
"1304","Japanese Grand Prix",2011,5454587,"01:30:54.587",855
"1305","Japanese Grand Prix",2011,5455433,"01:30:55.432",855
"1306","Japanese Grand Prix",2011,5461498,"01:31:01.497",855
"1307","Japanese Grand Prix",2011,5477695,"01:31:17.694",855
"1308","Japanese Grand Prix",2011,5480547,"01:31:20.546",855
"1309","Japanese Grand Prix",2011,5481667,"01:31:21.667",855
"1310","Japanese Grand Prix",2011,5492804,"01:31:32.804",855
"1311","Japanese Grand Prix",2011,5496034,"01:31:36.033",855
"1312","Japanese Grand Prix",2011,5497749,"01:31:37.748",855
"1313","Japanese Grand Prix",2011,5507874,"01:31:47.873",855
"1314","Japanese Grand Prix",2011,5515753,"01:31:55.752",855
"1315","Japanese Grand Prix",2011,5517132,"01:31:57.131",855
"1316","Japanese Grand Prix",2011,5517621,"01:31:57.621",855
"1317","Japanese Grand Prix",2011,5520050,"01:32:00.050",855
"1318","Japanese Grand Prix",2011,5526055,"01:32:06.055",855
"1319","Japanese Grand Prix",2011,5527618,"01:32:07.618",855
"1320","Japanese Grand Prix",2011,5541251,"01:32:21.251",855
"1321","Japanese Grand Prix",2011,5549567,"01:32:29.567",855
"1322","Korean Grand Prix",2011,5881994,"01:38:01.993",856
"1323","Korean Grand Prix",2011,5894013,"01:38:14.012",856
"1324","Korean Grand Prix",2011,5894471,"01:38:14.470",856
"1325","Korean Grand Prix",2011,5896688,"01:38:16.688",856
"1326","Korean Grand Prix",2011,5897683,"01:38:17.682",856
"1327","Korean Grand Prix",2011,5907127,"01:38:27.127",856
"1328","Korean Grand Prix",2011,5931532,"01:38:51.532",856
"1329","Korean Grand Prix",2011,5936047,"01:38:56.046",856
"1330","Korean Grand Prix",2011,5944756,"01:39:04.756",856
"1331","Korean Grand Prix",2011,5950596,"01:39:10.595",856
"1332","Korean Grand Prix",2011,5953223,"01:39:13.222",856
"1333","Korean Grand Prix",2011,5975062,"01:39:35.061",856
"1334","Malaysian Grand Prix",2011,5859832,"01:37:39.832",842
"1335","Malaysian Grand Prix",2011,5863093,"01:37:43.092",842
"1336","Malaysian Grand Prix",2011,5884907,"01:38:04.907",842
"1337","Malaysian Grand Prix",2011,5886216,"01:38:06.216",842
"1338","Malaysian Grand Prix",2011,5896790,"01:38:16.789",842
"1339","Malaysian Grand Prix",2011,5897080,"01:38:17.079",842
"1340","Malaysian Grand Prix",2011,5926271,"01:38:46.270",842
"1341","Malaysian Grand Prix",2011,5929789,"01:38:49.788",842
"1342","Malaysian Grand Prix",2011,5944728,"01:39:04.728",842
"1343","Malaysian Grand Prix",2011,5951395,"01:39:11.395",842
"1344","Malaysian Grand Prix",2011,5961211,"01:39:21.211",842
"1345","Monaco Grand Prix",2011,7778373,"02:09:38.372",846
"1346","Monaco Grand Prix",2011,7779511,"02:09:39.511",846
"1347","Monaco Grand Prix",2011,7780751,"02:09:40.751",846
"1348","Monaco Grand Prix",2011,7801474,"02:10:01.474",846
"1349","Monaco Grand Prix",2011,7805289,"02:10:05.288",846
"1350","Monaco Grand Prix",2011,7805583,"02:10:05.582",846
"1351","Singapore Grand Prix",2011,7146757,"01:59:06.756",854
"1352","Singapore Grand Prix",2011,7148494,"01:59:08.493",854
"1353","Singapore Grand Prix",2011,7176036,"01:59:36.036",854
"1354","Singapore Grand Prix",2011,7202206,"02:00:02.206",854
"1355","Singapore Grand Prix",2011,7214523,"02:00:14.523",854
"1356","Singapore Grand Prix",2011,7257824,"02:00:57.823",854
"1357","Spanish Grand Prix",2011,5943301,"01:39:03.301",845
"1358","Spanish Grand Prix",2011,5943931,"01:39:03.930",845
"1359","Spanish Grand Prix",2011,5978998,"01:39:38.997",845
"1360","Spanish Grand Prix",2011,5991267,"01:39:51.266",845
"1361","Turkish Grand Prix",2011,5417558,"01:30:17.557",844
"1362","Turkish Grand Prix",2011,5426365,"01:30:26.364",844
"1363","Turkish Grand Prix",2011,5427633,"01:30:27.632",844
"1364","Turkish Grand Prix",2011,5457790,"01:30:57.789",844
"1365","Turkish Grand Prix",2011,5465097,"01:31:05.096",844
"1366","Turkish Grand Prix",2011,5476989,"01:31:16.988",844
"1367","Turkish Grand Prix",2011,5478415,"01:31:18.414",844
"1368","Turkish Grand Prix",2011,5485726,"01:31:25.725",844
"1369","Turkish Grand Prix",2011,5486952,"01:31:26.952",844
"1370","Turkish Grand Prix",2011,5495579,"01:31:35.578",844
"1371","Turkish Grand Prix",2011,5497381,"01:31:37.381",844
"1372","Turkish Grand Prix",2011,5503002,"01:31:43.002",844
"1373","Abu Dhabi Grand Prix",2012,6358667,"01:45:58.667",877
"1374","Abu Dhabi Grand Prix",2012,6359519,"01:45:59.519",877
"1375","Abu Dhabi Grand Prix",2012,6362830,"01:46:02.829",877
"1376","Abu Dhabi Grand Prix",2012,6366454,"01:46:06.453",877
"1377","Abu Dhabi Grand Prix",2012,6371674,"01:46:11.673",877
"1378","Abu Dhabi Grand Prix",2012,6378743,"01:46:18.743",877
"1379","Abu Dhabi Grand Prix",2012,6381563,"01:46:21.563",877
"1380","Abu Dhabi Grand Prix",2012,6382209,"01:46:22.208",877
"1381","Abu Dhabi Grand Prix",2012,6382827,"01:46:22.827",877
"1382","Abu Dhabi Grand Prix",2012,6386130,"01:46:26.130",877
"1383","Abu Dhabi Grand Prix",2012,6386742,"01:46:26.742",877
"1384","Abu Dhabi Grand Prix",2012,6393573,"01:46:33.573",877
"1385","Abu Dhabi Grand Prix",2012,6406431,"01:46:46.430",877
"1386","Abu Dhabi Grand Prix",2012,6415140,"01:46:55.140",877
"1387","Abu Dhabi Grand Prix",2012,6415435,"01:46:55.435",877
"1388","Abu Dhabi Grand Prix",2012,6423262,"01:47:03.261",877
"1389","Abu Dhabi Grand Prix",2012,6430445,"01:47:10.444",877
"1390","Australian Grand Prix",2012,5649565,"01:34:09.564",860
"1391","Australian Grand Prix",2012,5651704,"01:34:11.703",860
"1392","Australian Grand Prix",2012,5653640,"01:34:13.640",860
"1393","Australian Grand Prix",2012,5654112,"01:34:14.112",860
"1394","Australian Grand Prix",2012,5671130,"01:34:31.130",860
"1395","Australian Grand Prix",2012,5686331,"01:34:46.331",860
"1396","Australian Grand Prix",2012,5687579,"01:34:47.578",860
"1397","Australian Grand Prix",2012,5689023,"01:34:49.023",860
"1398","Australian Grand Prix",2012,5689121,"01:34:49.121",860
"1399","Australian Grand Prix",2012,5689302,"01:34:49.301",860
"1400","Australian Grand Prix",2012,5689413,"01:34:49.412",860
"1401","Australian Grand Prix",2012,5707207,"01:35:07.207",860
"1402","Bahrain Grand Prix",2012,5710990,"01:35:10.989",863
"1403","Bahrain Grand Prix",2012,5714323,"01:35:14.323",863
"1404","Bahrain Grand Prix",2012,5721184,"01:35:21.184",863
"1405","Bahrain Grand Prix",2012,5749778,"01:35:49.778",863
"1406","Bahrain Grand Prix",2012,5766450,"01:36:06.449",863
"1407","Bahrain Grand Prix",2012,5768533,"01:36:08.533",863
"1408","Bahrain Grand Prix",2012,5768793,"01:36:08.792",863
"1409","Bahrain Grand Prix",2012,5769974,"01:36:09.974",863
"1410","Bahrain Grand Prix",2012,5775989,"01:36:15.988",863
"1411","Bahrain Grand Prix",2012,5782480,"01:36:22.479",863
"1412","Bahrain Grand Prix",2012,5783692,"01:36:23.692",863
"1413","Bahrain Grand Prix",2012,5787529,"01:36:27.529",863
"1414","Bahrain Grand Prix",2012,5801324,"01:36:41.323",863
"1415","Bahrain Grand Prix",2012,5804713,"01:36:44.712",863
"1416","Belgian Grand Prix",2012,5348530,"01:29:08.529",871
"1417","Belgian Grand Prix",2012,5362154,"01:29:22.154",871
"1418","Belgian Grand Prix",2012,5373864,"01:29:33.863",871
"1419","Belgian Grand Prix",2012,5376373,"01:29:36.372",871
"1420","Belgian Grand Prix",2012,5378375,"01:29:38.375",871
"1421","Belgian Grand Prix",2012,5379774,"01:29:39.774",871
"1422","Belgian Grand Prix",2012,5401904,"01:30:01.904",871
"1423","Belgian Grand Prix",2012,5407395,"01:30:07.395",871
"1424","Belgian Grand Prix",2012,5411512,"01:30:11.511",871
"1425","Belgian Grand Prix",2012,5412313,"01:30:12.313",871
"1426","Belgian Grand Prix",2012,5413641,"01:30:13.640",871
"1427","Belgian Grand Prix",2012,5420059,"01:30:20.059",871
